Taxon,Species,Trait,Value,Source
Birds,Certhia familiaris,Trophic.Niche,Invertivore,AVONET
Birds,Certhia familiaris,Primary.Lifestyle,Insessorial,AVONET
Birds,Cettia cetti,Beak.Length_Culmen,14.3,AVONET
Birds,Cettia cetti,Beak.Length_Nares,7.6,AVONET
Birds,Cettia cetti,Beak.Width,2.4,AVONET
Birds,Cettia cetti,Beak.Depth,3.0,AVONET
Birds,Cettia cetti,Tarsus.Length,20.3,AVONET
Birds,Cettia cetti,Wing.Length,60.6,AVONET
Birds,Cettia cetti,Kipps.Distance,8.7,AVONET
Birds,Cettia cetti,Secondary1,51.9,AVONET
Birds,Cettia cetti,Hand-Wing.Index,14.3,AVONET
Birds,Cettia cetti,Tail.Length,58.2,AVONET
Birds,Cettia cetti,Mass,13.2,AVONET
Birds,Cettia cetti,Migration,1,AVONET
Birds,Cettia cetti,Trophic.Level,Carnivore,AVONET
Birds,Cettia cetti,Trophic.Niche,Invertivore,AVONET
Birds,Cettia cetti,Primary.Lifestyle,Generalist,AVONET
Birds,Chloris chloris,Beak.Length_Culmen,14.4,AVONET
Birds,Chloris chloris,Beak.Length_Nares,11.0,AVONET
Birds,Chloris chloris,Beak.Width,7.6,AVONET
Birds,Chloris chloris,Beak.Depth,8.8,AVONET
Birds,Chloris chloris,Tarsus.Length,17.3,AVONET
Birds,Chloris chloris,Wing.Length,85.3,AVONET
Birds,Chloris chloris,Kipps.Distance,27.8,AVONET
Birds,Chloris chloris,Secondary1,57.4,AVONET
Birds,Chloris chloris,Hand-Wing.Index,32.5,AVONET
Birds,Chloris chloris,Tail.Length,55.7,AVONET
Birds,Chloris chloris,Mass,26.0,AVONET
Birds,Chloris chloris,Migration,1,AVONET
Birds,Chloris chloris,Trophic.Level,Herbivore,AVONET
Birds,Chloris chloris,Trophic.Niche,Granivore,AVONET
Birds,Chloris chloris,Primary.Lifestyle,Generalist,AVONET
Birds,Ciconia ciconia,Beak.Length_Culmen,189.1,AVONET
Birds,Ciconia ciconia,Beak.Length_Nares,153.4,AVONET
Birds,Ciconia ciconia,Beak.Width,23.5,AVONET
Birds,Ciconia ciconia,Beak.Depth,33.1,AVONET
Birds,Ciconia ciconia,Tarsus.Length,217.2,AVONET
Birds,Ciconia ciconia,Wing.Length,565.6,AVONET
Birds,Ciconia ciconia,Kipps.Distance,260.2,AVONET
Birds,Ciconia ciconia,Secondary1,306.8,AVONET
Birds,Ciconia ciconia,Hand-Wing.Index,45.9,AVONET
Birds,Ciconia ciconia,Tail.Length,249.8,AVONET
Birds,Ciconia ciconia,Mass,3445.8,AVONET
Birds,Ciconia ciconia,Migration,3,AVONET
Birds,Ciconia ciconia,Trophic.Level,Carnivore,AVONET
Birds,Ciconia ciconia,Trophic.Niche,Omnivore,AVONET
Birds,Ciconia ciconia,Primary.Lifestyle,Terrestrial,AVONET
Birds,Ciconia nigra,Beak.Length_Culmen,184.5,AVONET
Birds,Ciconia nigra,Beak.Length_Nares,145.7,AVONET
Birds,Ciconia nigra,Beak.Width,16.6,AVONET
Birds,Ciconia nigra,Beak.Depth,27.4,AVONET
Birds,Ciconia nigra,Tarsus.Length,192.6,AVONET
Birds,Ciconia nigra,Wing.Length,529.5,AVONET
Birds,Ciconia nigra,Kipps.Distance,228.3,AVONET
Birds,Ciconia nigra,Secondary1,300.2,AVONET
Birds,Ciconia nigra,Hand-Wing.Index,43.1,AVONET
Birds,Ciconia nigra,Tail.Length,235.6,AVONET
Birds,Ciconia nigra,Mass,2926.0,AVONET
Birds,Ciconia nigra,Migration,3,AVONET
Birds,Ciconia nigra,Trophic.Level,Carnivore,AVONET
Birds,Ciconia nigra,Trophic.Niche,Aquatic predator,AVONET
Birds,Ciconia nigra,Primary.Lifestyle,Terrestrial,AVONET
Birds,Circaetus gallicus,Beak.Length_Culmen,47.0,AVONET
Birds,Circaetus gallicus,Beak.Length_Nares,35.0,AVONET
Birds,Circaetus gallicus,Beak.Width,15.5,AVONET
Birds,Circaetus gallicus,Beak.Depth,24.6,AVONET
Birds,Circaetus gallicus,Tarsus.Length,90.9,AVONET
Birds,Circaetus gallicus,Wing.Length,537.0,AVONET
Birds,Circaetus gallicus,Kipps.Distance,216.8,AVONET
Birds,Circaetus gallicus,Secondary1,320.2,AVONET
Birds,Circaetus gallicus,Hand-Wing.Index,40.5,AVONET
Birds,Circaetus gallicus,Tail.Length,280.4,AVONET
Birds,Circaetus gallicus,Mass,1699.1,AVONET
Birds,Circaetus gallicus,Migration,3,AVONET
Birds,Circaetus gallicus,Trophic.Level,Carnivore,AVONET
Birds,Circaetus gallicus,Trophic.Niche,Vertivore,AVONET
Birds,Circaetus gallicus,Primary.Lifestyle,Aerial,AVONET
Birds,Circus cyaneus,Beak.Length_Culmen,30.1,AVONET
Birds,Circus cyaneus,Beak.Length_Nares,16.0,AVONET
Birds,Circus cyaneus,Beak.Width,9.7,AVONET
Birds,Circus cyaneus,Beak.Depth,13.0,AVONET
Birds,Circus cyaneus,Tarsus.Length,72.1,AVONET
Birds,Circus cyaneus,Wing.Length,352.4,AVONET
Birds,Circus cyaneus,Kipps.Distance,158.9,AVONET
Birds,Circus cyaneus,Secondary1,197.1,AVONET
Birds,Circus cyaneus,Hand-Wing.Index,44.7,AVONET
Birds,Circus cyaneus,Tail.Length,131.7,AVONET
Birds,Circus cyaneus,Mass,393.0,AVONET
Birds,Circus cyaneus,Migration,3,AVONET
Birds,Circus cyaneus,Trophic.Level,Carnivore,AVONET
Birds,Circus cyaneus,Trophic.Niche,Vertivore,AVONET
Birds,Circus cyaneus,Primary.Lifestyle,Aerial,AVONET
Birds,Clamator glandarius,Beak.Length_Culmen,29.8,AVONET
Birds,Clamator glandarius,Beak.Length_Nares,18.7,AVONET
Birds,Clamator glandarius,Beak.Width,8.1,AVONET
Birds,Clamator glandarius,Beak.Depth,8.4,AVONET
Birds,Clamator glandarius,Tarsus.Length,33.4,AVONET
Birds,Clamator glandarius,Wing.Length,194.0,AVONET
Birds,Clamator glandarius,Kipps.Distance,80.9,AVONET
Birds,Clamator glandarius,Secondary1,112.1,AVONET
Birds,Clamator glandarius,Hand-Wing.Index,41.9,AVONET
Birds,Clamator glandarius,Tail.Length,197.2,AVONET
Birds,Clamator glandarius,Mass,143.0,AVONET
Birds,Clamator glandarius,Migration,3,AVONET
Birds,Clamator glandarius,Trophic.Level,Carnivore,AVONET
Birds,Clamator glandarius,Trophic.Niche,Invertivore,AVONET
Birds,Clamator glandarius,Primary.Lifestyle,Insessorial,AVONET
Birds,Clanga pomarina,Beak.Length_Culmen,47.3,AVONET
Birds,Clanga pomarina,Beak.Length_Nares,26.9,AVONET
Birds,Clanga pomarina,Beak.Width,13.4,AVONET
Birds,Clanga pomarina,Beak.Depth,19.5,AVONET
Birds,Clanga pomarina,Tarsus.Length,91.6,AVONET
Birds,Clanga pomarina,Wing.Length,459.3,AVONET
Birds,Clanga pomarina,Kipps.Distance,184.8,AVONET
Birds,Clanga pomarina,Secondary1,271.0,AVONET
Birds,Clanga pomarina,Hand-Wing.Index,40.6,AVONET
Birds,Clanga pomarina,Tail.Length,213.0,AVONET
Birds,Clanga pomarina,Mass,1359.4,AVONET
Birds,Clanga pomarina,Migration,3,AVONET
Birds,Clanga pomarina,Trophic.Level,Carnivore,AVONET
Birds,Clanga pomarina,Trophic.Niche,Vertivore,AVONET
Birds,Clanga pomarina,Primary.Lifestyle,Generalist,AVONET
Birds,Coccothraustes coccothraustes,Beak.Length_Culmen,23.0,AVONET
Birds,Coccothraustes coccothraustes,Beak.Length_Nares,16.6,AVONET
Birds,Coccothraustes coccothraustes,Beak.Width,12.0,AVONET
Birds,Coccothraustes coccothraustes,Beak.Depth,15.0,AVONET
Birds,Coccothraustes coccothraustes,Tarsus.Length,21.0,AVONET
Birds,Coccothraustes coccothraustes,Wing.Length,102.0,AVONET
Birds,Coccothraustes coccothraustes,Kipps.Distance,33.6,AVONET
Birds,Coccothraustes coccothraustes,Secondary1,68.6,AVONET
Birds,Coccothraustes coccothraustes,Hand-Wing.Index,32.9,AVONET
Birds,Coccothraustes coccothraustes,Tail.Length,57.2,AVONET
Birds,Coccothraustes coccothraustes,Mass,56.6,AVONET
Birds,Coccothraustes coccothraustes,Migration,2,AVONET
Birds,Coccothraustes coccothraustes,Trophic.Level,Herbivore,AVONET
Birds,Coccothraustes coccothraustes,Trophic.Niche,Omnivore,AVONET
Birds,Coccothraustes coccothraustes,Primary.Lifestyle,Insessorial,AVONET
Birds,Columba oenas,Beak.Length_Culmen,23.2,AVONET
Birds,Columba oenas,Beak.Length_Nares,11.8,AVONET
Birds,Columba oenas,Beak.Width,6.8,AVONET
Birds,Columba oenas,Beak.Depth,7.8,AVONET
Birds,Columba oenas,Tarsus.Length,26.4,AVONET
Birds,Columba oenas,Wing.Length,214.8,AVONET
Birds,Columba oenas,Kipps.Distance,91.6,AVONET
Birds,Columba oenas,Secondary1,124.2,AVONET
Birds,Columba oenas,Hand-Wing.Index,42.5,AVONET
Birds,Columba oenas,Tail.Length,119.4,AVONET
Birds,Columba oenas,Mass,290.8,AVONET
Birds,Columba oenas,Migration,1,AVONET
Birds,Columba oenas,Trophic.Level,Herbivore,AVONET
Birds,Columba oenas,Trophic.Niche,Omnivore,AVONET
Birds,Columba oenas,Primary.Lifestyle,Terrestrial,AVONET
Birds,Columba palumbus,Beak.Length_Culmen,27.8,AVONET
Birds,Columba palumbus,Beak.Length_Nares,13.1,AVONET
Birds,Columba palumbus,Beak.Width,8.0,AVONET
Birds,Columba palumbus,Beak.Depth,7.8,AVONET
Birds,Columba palumbus,Tarsus.Length,31.5,AVONET
Birds,Columba palumbus,Wing.Length,246.4,AVONET
Birds,Columba palumbus,Kipps.Distance,101.4,AVONET
Birds,Columba palumbus,Secondary1,145.0,AVONET
Birds,Columba palumbus,Hand-Wing.Index,41.2,AVONET
Birds,Columba palumbus,Tail.Length,153.2,AVONET
Birds,Columba palumbus,Mass,490.0,AVONET
Birds,Columba palumbus,Migration,1,AVONET
Birds,Columba palumbus,Trophic.Level,Herbivore,AVONET
Birds,Columba palumbus,Trophic.Niche,Omnivore,AVONET
Birds,Columba palumbus,Primary.Lifestyle,Terrestrial,AVONET
Birds,Coracias garrulus,Beak.Length_Culmen,40.2,AVONET
Birds,Coracias garrulus,Beak.Length_Nares,26.9,AVONET
Birds,Coracias garrulus,Beak.Width,9.8,AVONET
Birds,Coracias garrulus,Beak.Depth,12.9,AVONET
Birds,Coracias garrulus,Tarsus.Length,23.7,AVONET
Birds,Coracias garrulus,Wing.Length,190.8,AVONET
Birds,Coracias garrulus,Kipps.Distance,72.6,AVONET
Birds,Coracias garrulus,Secondary1,120.7,AVONET
Birds,Coracias garrulus,Hand-Wing.Index,37.5,AVONET
Birds,Coracias garrulus,Tail.Length,122.6,AVONET
Birds,Coracias garrulus,Mass,146.0,AVONET
Birds,Coracias garrulus,Migration,3,AVONET
Birds,Coracias garrulus,Trophic.Level,Carnivore,AVONET
Birds,Coracias garrulus,Trophic.Niche,Invertivore,AVONET
Birds,Coracias garrulus,Primary.Lifestyle,Insessorial,AVONET
Birds,Corvus corax,Beak.Length_Culmen,77.0,AVONET
Birds,Corvus corax,Beak.Length_Nares,49.2,AVONET
Birds,Corvus corax,Beak.Width,21.9,AVONET
Birds,Corvus corax,Beak.Depth,27.9,AVONET
Birds,Corvus corax,Tarsus.Length,67.1,AVONET
Birds,Corvus corax,Wing.Length,419.7,AVONET
Birds,Corvus corax,Kipps.Distance,167.2,AVONET
Birds,Corvus corax,Secondary1,252.7,AVONET
Birds,Corvus corax,Hand-Wing.Index,39.8,AVONET
Birds,Corvus corax,Tail.Length,228.7,AVONET
Birds,Corvus corax,Mass,928.0,AVONET
Birds,Corvus corax,Migration,2,AVONET
Birds,Corvus corax,Trophic.Level,Omnivore,AVONET
Birds,Corvus corax,Trophic.Niche,Omnivore,AVONET
Birds,Corvus corax,Primary.Lifestyle,Terrestrial,AVONET
Birds,Corvus corone,Beak.Length_Culmen,55.0,AVONET
Birds,Corvus corone,Beak.Length_Nares,35.9,AVONET
Birds,Corvus corone,Beak.Width,15.1,AVONET
Birds,Corvus corone,Beak.Depth,18.5,AVONET
Birds,Corvus corone,Tarsus.Length,59.4,AVONET
Birds,Corvus corone,Wing.Length,323.9,AVONET
Birds,Corvus corone,Kipps.Distance,119.6,AVONET
Birds,Corvus corone,Secondary1,204.6,AVONET
Birds,Corvus corone,Hand-Wing.Index,36.9,AVONET
Birds,Corvus corone,Tail.Length,179.6,AVONET
Birds,Corvus corone,Mass,570.0,AVONET
Birds,Corvus corone,Migration,1,AVONET
Birds,Corvus corone,Trophic.Level,Carnivore,AVONET
Birds,Corvus corone,Trophic.Niche,Omnivore,AVONET
Birds,Corvus corone,Primary.Lifestyle,Terrestrial,AVONET
Birds,Corvus frugilegus,Beak.Length_Culmen,59.5,AVONET
Birds,Corvus frugilegus,Beak.Length_Nares,39.1,AVONET
Birds,Corvus frugilegus,Beak.Width,14.8,AVONET
Birds,Corvus frugilegus,Beak.Depth,18.3,AVONET
Birds,Corvus frugilegus,Tarsus.Length,55.7,AVONET
Birds,Corvus frugilegus,Wing.Length,312.3,AVONET
Birds,Corvus frugilegus,Kipps.Distance,127.8,AVONET
Birds,Corvus frugilegus,Secondary1,184.2,AVONET
Birds,Corvus frugilegus,Hand-Wing.Index,41.0,AVONET
Birds,Corvus frugilegus,Tail.Length,166.8,AVONET
Birds,Corvus frugilegus,Mass,452.1,AVONET
Birds,Corvus frugilegus,Migration,1,AVONET
Birds,Corvus frugilegus,Trophic.Level,Omnivore,AVONET
Birds,Corvus frugilegus,Trophic.Niche,Omnivore,AVONET
Birds,Corvus frugilegus,Primary.Lifestyle,Terrestrial,AVONET
Birds,Corvus monedula,Beak.Length_Culmen,35.2,AVONET
Birds,Corvus monedula,Beak.Length_Nares,21.4,AVONET
Birds,Corvus monedula,Beak.Width,11.2,AVONET
Birds,Corvus monedula,Beak.Depth,13.3,AVONET
Birds,Corvus monedula,Tarsus.Length,43.3,AVONET
Birds,Corvus monedula,Wing.Length,231.1,AVONET
Birds,Corvus monedula,Kipps.Distance,90.5,AVONET
Birds,Corvus monedula,Secondary1,141.3,AVONET
Birds,Corvus monedula,Hand-Wing.Index,39.1,AVONET
Birds,Corvus monedula,Tail.Length,122.4,AVONET
Birds,Corvus monedula,Mass,246.0,AVONET
Birds,Corvus monedula,Migration,2,AVONET
Birds,Corvus monedula,Trophic.Level,Omnivore,AVONET
Birds,Corvus monedula,Trophic.Niche,Omnivore,AVONET
Birds,Corvus monedula,Primary.Lifestyle,Terrestrial,AVONET
Birds,Cuculus canorus,Beak.Length_Culmen,26.0,AVONET
Birds,Cuculus canorus,Beak.Length_Nares,15.4,AVONET
Birds,Cuculus canorus,Beak.Width,7.6,AVONET
Birds,Cuculus canorus,Beak.Depth,7.6,AVONET
Birds,Cuculus canorus,Tarsus.Length,21.4,AVONET
Birds,Cuculus canorus,Wing.Length,192.0,AVONET
Birds,Cuculus canorus,Kipps.Distance,84.6,AVONET
Birds,Cuculus canorus,Secondary1,105.9,AVONET
Birds,Cuculus canorus,Hand-Wing.Index,43.9,AVONET
Birds,Cuculus canorus,Tail.Length,158.1,AVONET
Birds,Cuculus canorus,Mass,111.4,AVONET
Birds,Cuculus canorus,Migration,3,AVONET
Birds,Cuculus canorus,Trophic.Level,Carnivore,AVONET
Birds,Cuculus canorus,Trophic.Niche,Invertivore,AVONET
Birds,Cuculus canorus,Primary.Lifestyle,Insessorial,AVONET
Birds,Cyanistes caeruleus,Beak.Length_Culmen,9.7,AVONET
Birds,Cyanistes caeruleus,Beak.Length_Nares,5.8,AVONET
Birds,Cyanistes caeruleus,Beak.Width,3.2,AVONET
Birds,Cyanistes caeruleus,Beak.Depth,4.2,AVONET
Birds,Cyanistes caeruleus,Tarsus.Length,15.2,AVONET
Birds,Cyanistes caeruleus,Wing.Length,65.6,AVONET
Birds,Cyanistes caeruleus,Kipps.Distance,13.8,AVONET
Birds,Cyanistes caeruleus,Secondary1,51.8,AVONET
Birds,Cyanistes caeruleus,Hand-Wing.Index,21.0,AVONET
Birds,Cyanistes caeruleus,Tail.Length,51.4,AVONET
Birds,Cyanistes caeruleus,Mass,11.1,AVONET
Birds,Cyanistes caeruleus,Migration,1,AVONET
Birds,Cyanistes caeruleus,Trophic.Level,Omnivore,AVONET
Birds,Cyanistes caeruleus,Trophic.Niche,Invertivore,AVONET
Birds,Cyanistes caeruleus,Primary.Lifestyle,Insessorial,AVONET
Birds,Cyanistes teneriffae,Beak.Length_Culmen,10.4,AVONET
Birds,Cyanistes teneriffae,Beak.Length_Nares,7.2,AVONET
Birds,Cyanistes teneriffae,Beak.Width,3.4,AVONET
Birds,Cyanistes teneriffae,Beak.Depth,3.8,AVONET
Birds,Cyanistes teneriffae,Tarsus.Length,17.3,AVONET
Birds,Cyanistes teneriffae,Wing.Length,59.7,AVONET
Birds,Cyanistes teneriffae,Kipps.Distance,8.5,AVONET
Birds,Cyanistes teneriffae,Secondary1,51.2,AVONET
Birds,Cyanistes teneriffae,Hand-Wing.Index,14.2,AVONET
Birds,Cyanistes teneriffae,Tail.Length,49.1,AVONET
Birds,Cyanistes teneriffae,Mass,10.0,AVONET
Birds,Cyanistes teneriffae,Migration,1,AVONET
Birds,Cyanistes teneriffae,Trophic.Level,Omnivore,AVONET
Birds,Cyanistes teneriffae,Trophic.Niche,Omnivore,AVONET
Birds,Cyanistes teneriffae,Primary.Lifestyle,Insessorial,AVONET
Birds,Cyanopica cooki,Beak.Length_Culmen,27.4,AVONET
Birds,Cyanopica cooki,Beak.Length_Nares,16.6,AVONET
Birds,Cyanopica cooki,Beak.Width,7.7,AVONET
Birds,Cyanopica cooki,Beak.Depth,8.3,AVONET
Birds,Cyanopica cooki,Tarsus.Length,34.6,AVONET
Birds,Cyanopica cooki,Wing.Length,132.1,AVONET
Birds,Cyanopica cooki,Kipps.Distance,22.4,AVONET
Birds,Cyanopica cooki,Secondary1,109.7,AVONET
Birds,Cyanopica cooki,Hand-Wing.Index,16.9,AVONET
Birds,Cyanopica cooki,Tail.Length,179.1,AVONET
Birds,Cyanopica cooki,Mass,70.4,AVONET
Birds,Cyanopica cooki,Migration,1,AVONET
Birds,Cyanopica cooki,Trophic.Level,Omnivore,AVONET
Birds,Cyanopica cooki,Trophic.Niche,Omnivore,AVONET
Birds,Cyanopica cooki,Primary.Lifestyle,Generalist,AVONET
Birds,Dendrocopos leucotos,Beak.Length_Culmen,35.8,AVONET
Birds,Dendrocopos leucotos,Beak.Length_Nares,28.1,AVONET
Birds,Dendrocopos leucotos,Beak.Width,9.1,AVONET
Birds,Dendrocopos leucotos,Beak.Depth,8.5,AVONET
Birds,Dendrocopos leucotos,Tarsus.Length,24.7,AVONET
Birds,Dendrocopos leucotos,Wing.Length,142.8,AVONET
Birds,Dendrocopos leucotos,Kipps.Distance,42.5,AVONET
Birds,Dendrocopos leucotos,Secondary1,99.7,AVONET
Birds,Dendrocopos leucotos,Hand-Wing.Index,29.9,AVONET
Birds,Dendrocopos leucotos,Tail.Length,91.6,AVONET
Birds,Dendrocopos leucotos,Mass,116.8,AVONET
Birds,Dendrocopos leucotos,Migration,1,AVONET
Birds,Dendrocopos leucotos,Trophic.Level,Carnivore,AVONET
Birds,Dendrocopos leucotos,Trophic.Niche,Invertivore,AVONET
Birds,Dendrocopos leucotos,Primary.Lifestyle,Insessorial,AVONET
Birds,Dendrocopos major,Beak.Length_Culmen,27.9,AVONET
Birds,Dendrocopos major,Beak.Length_Nares,21.8,AVONET
Birds,Dendrocopos major,Beak.Width,9.3,AVONET
Birds,Dendrocopos major,Beak.Depth,8.7,AVONET
Birds,Dendrocopos major,Tarsus.Length,23.9,AVONET
Birds,Dendrocopos major,Wing.Length,136.2,AVONET
Birds,Dendrocopos major,Kipps.Distance,40.8,AVONET
Birds,Dendrocopos major,Secondary1,98.5,AVONET
Birds,Dendrocopos major,Hand-Wing.Index,29.3,AVONET
Birds,Dendrocopos major,Tail.Length,88.0,AVONET
Birds,Dendrocopos major,Mass,74.9,AVONET
Birds,Dendrocopos major,Migration,1,AVONET
Birds,Dendrocopos major,Trophic.Level,Omnivore,AVONET
Birds,Dendrocopos major,Trophic.Niche,Omnivore,AVONET
Birds,Dendrocopos major,Primary.Lifestyle,Insessorial,AVONET
Birds,Dendrocopos syriacus,Beak.Length_Culmen,28.5,AVONET
Birds,Dendrocopos syriacus,Beak.Length_Nares,22.2,AVONET
Birds,Dendrocopos syriacus,Beak.Width,6.7,AVONET
Birds,Dendrocopos syriacus,Beak.Depth,6.8,AVONET
Birds,Dendrocopos syriacus,Tarsus.Length,22.0,AVONET
Birds,Dendrocopos syriacus,Wing.Length,123.2,AVONET
Birds,Dendrocopos syriacus,Kipps.Distance,32.8,AVONET
Birds,Dendrocopos syriacus,Secondary1,90.7,AVONET
Birds,Dendrocopos syriacus,Hand-Wing.Index,26.6,AVONET
Birds,Dendrocopos syriacus,Tail.Length,75.4,AVONET
Birds,Dendrocopos syriacus,Mass,76.7,AVONET
Birds,Dendrocopos syriacus,Migration,1,AVONET
Birds,Dendrocopos syriacus,Trophic.Level,Omnivore,AVONET
Birds,Dendrocopos syriacus,Trophic.Niche,Invertivore,AVONET
Birds,Dendrocopos syriacus,Primary.Lifestyle,Insessorial,AVONET
Birds,Dryobates minor,Beak.Length_Culmen,16.5,AVONET
Birds,Dryobates minor,Beak.Length_Nares,12.6,AVONET
Birds,Dryobates minor,Beak.Width,4.5,AVONET
Birds,Dryobates minor,Beak.Depth,4.7,AVONET
Birds,Dryobates minor,Tarsus.Length,14.3,AVONET
Birds,Dryobates minor,Wing.Length,90.2,AVONET
Birds,Dryobates minor,Kipps.Distance,24.8,AVONET
Birds,Dryobates minor,Secondary1,65.7,AVONET
Birds,Dryobates minor,Hand-Wing.Index,27.4,AVONET
Birds,Dryobates minor,Tail.Length,60.1,AVONET
Birds,Dryobates minor,Mass,19.8,AVONET
Birds,Dryobates minor,Migration,1,AVONET
Birds,Dryobates minor,Trophic.Level,Carnivore,AVONET
Birds,Dryobates minor,Trophic.Niche,Invertivore,AVONET
Birds,Dryobates minor,Primary.Lifestyle,Insessorial,AVONET
Birds,Dryocopus martius,Beak.Length_Culmen,65.6,AVONET
Birds,Dryocopus martius,Beak.Length_Nares,46.8,AVONET
Birds,Dryocopus martius,Beak.Width,15.4,AVONET
Birds,Dryocopus martius,Beak.Depth,13.2,AVONET
Birds,Dryocopus martius,Tarsus.Length,35.6,AVONET
Birds,Dryocopus martius,Wing.Length,237.8,AVONET
Birds,Dryocopus martius,Kipps.Distance,63.0,AVONET
Birds,Dryocopus martius,Secondary1,175.2,AVONET
Birds,Dryocopus martius,Hand-Wing.Index,26.4,AVONET
Birds,Dryocopus martius,Tail.Length,175.8,AVONET
Birds,Dryocopus martius,Mass,321.0,AVONET
Birds,Dryocopus martius,Migration,1,AVONET
Birds,Dryocopus martius,Trophic.Level,Carnivore,AVONET
Birds,Dryocopus martius,Trophic.Niche,Invertivore,AVONET
Birds,Dryocopus martius,Primary.Lifestyle,Insessorial,AVONET
Birds,Egretta garzetta,Beak.Length_Culmen,94.6,AVONET
Birds,Egretta garzetta,Beak.Length_Nares,68.0,AVONET
Birds,Egretta garzetta,Beak.Width,8.9,AVONET
Birds,Egretta garzetta,Beak.Depth,11.3,AVONET
Birds,Egretta garzetta,Tarsus.Length,98.8,AVONET
Birds,Egretta garzetta,Wing.Length,252.5,AVONET
Birds,Egretta garzetta,Kipps.Distance,82.8,AVONET
Birds,Egretta garzetta,Secondary1,167.2,AVONET
Birds,Egretta garzetta,Hand-Wing.Index,33.1,AVONET
Birds,Egretta garzetta,Tail.Length,94.2,AVONET
Birds,Egretta garzetta,Mass,312.0,AVONET
Birds,Egretta garzetta,Migration,2,AVONET
Birds,Egretta garzetta,Trophic.Level,Carnivore,AVONET
Birds,Egretta garzetta,Trophic.Niche,Aquatic predator,AVONET
Birds,Egretta garzetta,Primary.Lifestyle,Terrestrial,AVONET
Birds,Elanus caeruleus,Beak.Length_Culmen,30.9,AVONET
Birds,Elanus caeruleus,Beak.Length_Nares,16.0,AVONET
Birds,Elanus caeruleus,Beak.Width,9.2,AVONET
Birds,Elanus caeruleus,Beak.Depth,11.3,AVONET
Birds,Elanus caeruleus,Tarsus.Length,32.1,AVONET
Birds,Elanus caeruleus,Wing.Length,286.3,AVONET
Birds,Elanus caeruleus,Kipps.Distance,132.1,AVONET
Birds,Elanus caeruleus,Secondary1,160.2,AVONET
Birds,Elanus caeruleus,Hand-Wing.Index,45.2,AVONET
Birds,Elanus caeruleus,Tail.Length,127.7,AVONET
Birds,Elanus caeruleus,Mass,259.8,AVONET
Birds,Elanus caeruleus,Migration,2,AVONET
Birds,Elanus caeruleus,Trophic.Level,Carnivore,AVONET
Birds,Elanus caeruleus,Trophic.Niche,Vertivore,AVONET
Birds,Elanus caeruleus,Primary.Lifestyle,Aerial,AVONET
Birds,Emberiza cia,Beak.Length_Culmen,12.5,AVONET
Birds,Emberiza cia,Beak.Length_Nares,8.2,AVONET
Birds,Emberiza cia,Beak.Width,3.7,AVONET
Birds,Emberiza cia,Beak.Depth,4.8,AVONET
Birds,Emberiza cia,Tarsus.Length,18.6,AVONET
Birds,Emberiza cia,Wing.Length,79.8,AVONET
Birds,Emberiza cia,Kipps.Distance,15.7,AVONET
Birds,Emberiza cia,Secondary1,64.1,AVONET
Birds,Emberiza cia,Hand-Wing.Index,19.6,AVONET
Birds,Emberiza cia,Tail.Length,70.1,AVONET
Birds,Emberiza cia,Mass,23.4,AVONET
Birds,Emberiza cia,Migration,2,AVONET
Birds,Emberiza cia,Trophic.Level,Omnivore,AVONET
Birds,Emberiza cia,Trophic.Niche,Omnivore,AVONET
Birds,Emberiza cia,Primary.Lifestyle,Terrestrial,AVONET
Birds,Emberiza cirlus,Beak.Length_Culmen,13.4,AVONET
Birds,Emberiza cirlus,Beak.Length_Nares,7.9,AVONET
Birds,Emberiza cirlus,Beak.Width,4.6,AVONET
Birds,Emberiza cirlus,Beak.Depth,6.2,AVONET
Birds,Emberiza cirlus,Tarsus.Length,18.2,AVONET
Birds,Emberiza cirlus,Wing.Length,77.4,AVONET
Birds,Emberiza cirlus,Kipps.Distance,15.7,AVONET
Birds,Emberiza cirlus,Secondary1,61.8,AVONET
Birds,Emberiza cirlus,Hand-Wing.Index,20.2,AVONET
Birds,Emberiza cirlus,Tail.Length,68.0,AVONET
Birds,Emberiza cirlus,Mass,25.6,AVONET
Birds,Emberiza cirlus,Migration,2,AVONET
Birds,Emberiza cirlus,Trophic.Level,Omnivore,AVONET
Birds,Emberiza cirlus,Trophic.Niche,Granivore,AVONET
Birds,Emberiza cirlus,Primary.Lifestyle,Terrestrial,AVONET
Birds,Emberiza citrinella,Beak.Length_Culmen,13.4,AVONET
Birds,Emberiza citrinella,Beak.Length_Nares,8.0,AVONET
Birds,Emberiza citrinella,Beak.Width,4.7,AVONET
Birds,Emberiza citrinella,Beak.Depth,5.9,AVONET
Birds,Emberiza citrinella,Tarsus.Length,19.1,AVONET
Birds,Emberiza citrinella,Wing.Length,88.2,AVONET
Birds,Emberiza citrinella,Kipps.Distance,22.6,AVONET
Birds,Emberiza citrinella,Secondary1,65.5,AVONET
Birds,Emberiza citrinella,Hand-Wing.Index,25.7,AVONET
Birds,Emberiza citrinella,Tail.Length,72.8,AVONET
Birds,Emberiza citrinella,Mass,29.7,AVONET
Birds,Emberiza citrinella,Migration,2,AVONET
Birds,Emberiza citrinella,Trophic.Level,Herbivore,AVONET
Birds,Emberiza citrinella,Trophic.Niche,Granivore,AVONET
Birds,Emberiza citrinella,Primary.Lifestyle,Terrestrial,AVONET
